X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
6.392955,48.121785,0,0,1086,432,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39295667,48.12171,0,0,1087,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39296833,48.12163667,0,0,1088,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39299167,48.121565,0,0,1089,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39302833,48.12149667,0,0,1090,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39307667,48.12143167,0,0,1091,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.393145,48.12137667,0,0,1092,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39322833,48.12133,0,0,1093,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39331333,48.12128833,0,0,1094,431,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.3934,48.12124833,0,0,1095,432,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39348833,48.12121,0,0,1096,433,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39357333,48.12117167,0,0,1097,433,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39365833,48.12113333,0,0,1098,434,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39374,48.12109667,0,0,1099,434,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39382,48.12106167,0,0,1100,435,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39389833,48.12102667,0,0,1101,435,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39397667,48.12099,0,0,1102,435,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39404833,48.12094833,0,0,1103,435,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39411333,48.1209,0,0,1104,436,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39417,48.12084667,0,0,1105,436,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39420833,48.12078667,0,0,1106,436,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39423167,48.120725,0,0,1107,437,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39424,48.12066167,0,0,1108,438,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39424833,48.12059833,0,0,1109,439,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39425667,48.12054,0,0,1110,439,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39426,48.12048,0,0,1111,440,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39426167,48.12041667,0,0,1112,441,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39426167,48.120355,0,0,1113,441,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39426,48.12029333,0,0,1114,442,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39425833,48.12023167,0,0,1115,442,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39426,48.12017167,0,0,1116,442,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39426333,48.12011,0,0,1117,442,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39426167,48.12005333,0,0,1118,442,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39427,48.12,0,0,1119,442,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39430333,48.11995833,0,0,1120,443,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39436167,48.11994333,0,0,1121,443,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39442333,48.11995167,0,0,1122,443,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39448667,48.11997167,0,0,1123,444,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39455167,48.11999833,0,0,1124,444,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39462333,48.120025,0,0,1125,444,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39469667,48.12005333,0,0,1126,444,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39477167,48.12008,0,0,1127,444,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39485167,48.120105,0,0,1128,444,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39492833,48.12013167,0,0,1129,444,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.395005,48.12015833,0,0,1130,445,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39508,48.12018333,0,0,1131,445,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.395155,48.12021,0,0,1132,445,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39523,48.120235,0,0,1133,445,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39530667,48.12025833,0,0,1134,446,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39538167,48.12028167,0,0,1135,446,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39546,48.1203,0,0,1136,447,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39554,48.12031667,0,0,1137,448,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39561667,48.12033167,0,0,1138,448,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.3957,48.12034,0,0,1139,448,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.395785,48.120345,0,0,1140,448,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39587,48.120345,0,0,1141,449,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39595667,48.12034333,0,0,1142,449,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39604333,48.12033833,0,0,1143,450,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39613,48.12033167,0,0,1144,450,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39621667,48.120325,0,0,1145,450,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39630333,48.12031833,0,0,1146,451,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39639,48.12031,0,0,1147,451,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.396475,48.1203,0,0,1148,452,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39656333,48.120285,0,0,1149,453,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39664667,48.12026667,0,0,1150,453,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39672667,48.12024,0,0,1151,454,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39681,48.12021833,0,0,1152,455,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39689333,48.12019833,0,0,1153,455,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.396975,48.120175,0,0,1154,456,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.397055,48.12015,0,0,1155,456,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39713667,48.12012833,0,0,1156,456,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.397225,48.120115,0,0,1157,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39731333,48.12010333,0,0,1158,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39739833,48.120095,0,0,1159,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39748667,48.12008667,0,0,1160,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39757,48.12007833,0,0,1161,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39765333,48.12007167,0,0,1162,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39773333,48.12006333,0,0,1163,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39781667,48.12005667,0,0,1164,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39790167,48.12005667,0,0,1165,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39798833,48.12005833,0,0,1166,458,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39807,48.12005667,0,0,1167,458,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39815167,48.12005833,0,0,1168,458,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39823333,48.12006167,0,0,1169,458,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39830667,48.12006333,0,0,1170,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39838333,48.12006333,0,0,1171,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39846,48.12006167,0,0,1172,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.398545,48.12006,0,0,1173,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39863,48.120055,0,0,1174,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39871667,48.12004833,0,0,1175,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.398795,48.120035,0,0,1176,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39886333,48.12001167,0,0,1177,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39893333,48.119985,0,0,1178,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39900333,48.11995667,0,0,1179,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39907333,48.11992,0,0,1180,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39913833,48.11988333,0,0,1181,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.399205,48.11984333,0,0,1182,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39926333,48.11981,0,0,1183,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39932667,48.11977167,0,0,1184,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.399395,48.11972667,0,0,1185,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39946833,48.11968333,0,0,1186,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39955333,48.11964333,0,0,1187,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39964333,48.11961,0,0,1188,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.399735,48.11958,0,0,1189,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39982667,48.11955167,0,0,1190,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.39992167,48.11953167,0,0,1191,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40001,48.11951167,0,0,1192,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.400095,48.11948667,0,0,1193,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.400175,48.11946167,0,0,1194,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40025667,48.11943667,0,0,1195,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40033833,48.11941167,0,0,1196,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40043,48.119385,0,0,1197,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40052667,48.119365,0,0,1198,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40062333,48.119345,0,0,1199,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40071667,48.11932833,0,0,1200,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40081333,48.119315,0,0,1201,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40091167,48.11930167,0,0,1202,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40101,48.11928667,0,0,1203,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40110833,48.11927333,0,0,1204,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.401205,48.11925833,0,0,1205,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.4013,48.11924333,0,0,1206,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.401395,48.11922667,0,0,1207,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40149167,48.11920833,0,0,1208,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40158667,48.119195,0,0,1209,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40167833,48.11917833,0,0,1210,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40177167,48.11916333,0,0,1211,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40187,48.11915667,0,0,1212,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40196667,48.11915333,0,0,1213,466,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.402065,48.11915,0,0,1214,466,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40216667,48.11914833,0,0,1215,466,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40226333,48.11915833,0,0,1216,467,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40235667,48.11917167,0,0,1217,467,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40245333,48.11918333,0,0,1218,468,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40255333,48.11919333,0,0,1219,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40265167,48.11920167,0,0,1220,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40274667,48.11922,0,0,1221,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.402835,48.119245,0,0,1222,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40292167,48.11927,0,0,1223,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40301667,48.11929333,0,0,1224,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.403115,48.11930667,0,0,1225,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.403215,48.11932167,0,0,1226,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40331667,48.11933333,0,0,1227,469,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.403415,48.11934667,0,0,1228,468,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.403515,48.11935667,0,0,1229,468,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40361667,48.119365,0,0,1230,467,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40371667,48.119365,0,0,1231,467,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.403815,48.11935333,0,0,1232,467,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40391,48.11932833,0,0,1233,466,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40400667,48.11929167,0,0,1234,466,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40409833,48.11925167,0,0,1235,466,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40418667,48.11920833,0,0,1236,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40427833,48.119165,0,0,1237,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40436667,48.11912167,0,0,1238,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.404455,48.11908167,0,0,1239,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40454833,48.11904333,0,0,1240,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40464667,48.11900333,0,0,1241,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40475167,48.118965,0,0,1242,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40486167,48.11893333,0,0,1243,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.404975,48.11890333,0,0,1244,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40509167,48.11887167,0,0,1245,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40521,48.118845,0,0,1246,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40533,48.118825,0,0,1247,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40545333,48.11881833,0,0,1248,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40557667,48.11882,0,0,1249,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40569667,48.11883167,0,0,1250,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40581167,48.11885667,0,0,1251,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40591833,48.11888833,0,0,1252,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40601833,48.11892667,0,0,1253,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40611667,48.11897167,0,0,1254,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40620833,48.11901833,0,0,1255,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.406295,48.11907,0,0,1256,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.406375,48.11912667,0,0,1257,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40645167,48.119185,0,0,1258,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.406525,48.11924667,0,0,1259,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.406595,48.11931,0,0,1260,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40665833,48.119375,0,0,1261,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40672,48.11944167,0,0,1262,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40677833,48.11950833,0,0,1263,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40684,48.119575,0,0,1264,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.4069,48.11964167,0,0,1265,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40696,48.11970667,0,0,1266,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40702167,48.11977,0,0,1267,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40708333,48.119835,0,0,1268,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.407145,48.11989833,0,0,1269,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40720667,48.11996167,0,0,1270,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40727,48.12002667,0,0,1271,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40732667,48.12009,0,0,1272,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40738833,48.12015,0,0,1273,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40745667,48.120205,0,0,1274,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40752833,48.12025667,0,0,1275,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40760667,48.12031,0,0,1276,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40768667,48.12036333,0,0,1277,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40776833,48.12041667,0,0,1278,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40785167,48.12046667,0,0,1279,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40793833,48.12051833,0,0,1280,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40802,48.12057,0,0,1281,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40811167,48.120615,0,0,1282,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40820833,48.12065833,0,0,1283,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40830833,48.12069833,0,0,1284,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40840833,48.12073333,0,0,1285,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40851833,48.12076667,0,0,1286,465,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40862667,48.12079667,0,0,1287,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.408735,48.120825,0,0,1288,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40884333,48.120855,0,0,1289,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40895167,48.12087833,0,0,1290,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40906333,48.1209,0,0,1291,464,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.409175,48.12091667,0,0,1292,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40928833,48.12092667,0,0,1293,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.4094,48.120935,0,0,1294,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40951333,48.12094,0,0,1295,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40962833,48.12094667,0,0,1296,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40974167,48.12095,0,0,1297,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40985667,48.120955,0,0,1298,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.40997333,48.12095667,0,0,1299,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41009167,48.12095667,0,0,1300,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41021167,48.120955,0,0,1301,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.410335,48.12095,0,0,1302,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41045667,48.12093833,0,0,1303,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41058,48.12092333,0,0,1304,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.410705,48.12091,0,0,1305,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.410835,48.120895,0,0,1306,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41096167,48.12087667,0,0,1307,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41107333,48.12085,0,0,1308,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.411185,48.12082,0,0,1309,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41129167,48.120785,0,0,1310,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41140333,48.12074833,0,0,1311,463,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41151333,48.12071833,0,0,1312,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41163,48.12069,0,0,1313,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.411745,48.12067167,0,0,1314,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41186333,48.12065333,0,0,1315,462,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.411985,48.120635,0,0,1316,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.412115,48.12062833,0,0,1317,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41225333,48.12063167,0,0,1318,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41239167,48.12064833,0,0,1319,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41253167,48.12067333,0,0,1320,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.412665,48.1207,0,0,1321,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41279833,48.12074333,0,0,1322,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41291667,48.12078833,0,0,1323,461,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.413015,48.12083833,0,0,1324,460,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41311167,48.12089833,0,0,1325,459,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41319,48.120965,0,0,1326,457,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41325,48.12104667,0,0,1327,456,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41328333,48.12113833,0,0,1328,454,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41330167,48.12123833,0,0,1329,451,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41331167,48.121345,0,0,1330,449,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
6.41333,48.12144833,0,0,1331,446,2021/09/20 13:10:59+00,,,,,,,,,,,,,,,,,,,,,
